,Family,Person,People,Human,Photography,Photo,Face,Portrait,Vacation
main/tasksPy/Images/0.jpg,99.55807495117188,99.55807495117188,99.55807495117188,99.55807495117188,67.98353576660156,67.98353576660156,66.75486755371094,62.796627044677734,56.90068817138672
q9a0BBiemo7wgfN5dmT5,99.55807495117188,99.55807495117188,99.55807495117188,99.55807495117188,67.98353576660156,67.98353576660156,66.75486755371094,62.796627044677734,56.90068817138672
